model_type,retrainer,exp_type,mean_rank,n_windows
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,71.2952,83
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,71.2952,83
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,71.2952,83
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,71.2952,83
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,71.2952,83
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,71.2952,83
xgboost,adwin_delta_0.1,adwin,76.3976,83
xgboost,adwin_delta_0.01,adwin,76.3976,83
xgboost,adwin_delta_0.05,adwin,76.3976,83
xgboost,static,static,76.3976,83
xgboost,perf_drop_0.2_lookback_4,perf,76.3976,83
xgboost,perf_drop_0.2_lookback_6,perf,76.3976,83
