model_type,retrainer,exp_type,mean_f1,std_f1,median_f1,mean_dir_accuracy,retrains,signals_fired,cooldowns_hit,windows
rf,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,0.3862,0.1159,0.3788,0.4514,18,36,38,83
rf,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,0.3862,0.1159,0.3788,0.4514,18,36,38,83
rf,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,0.3852,0.1295,0.3763,0.4258,18,31,36,83
rf,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,0.3844,0.1177,0.3767,0.4446,19,33,38,83
rf,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,0.3844,0.1177,0.3767,0.4446,19,34,38,83
rf,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,0.3844,0.1177,0.3767,0.4446,19,34,38,83
rf,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,0.3784,0.1325,0.3736,0.4221,19,37,38,83
rf,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,0.3784,0.1325,0.3736,0.4221,19,37,38,83
rf,adwin_delta_0.01,adwin,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,adwin_delta_0.05,adwin,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,adwin_delta_0.1,adwin,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,perf_drop_0.15_lookback_4,perf,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,perf_drop_0.15_lookback_6,perf,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,perf_drop_0.2_lookback_3,perf,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,perf_drop_0.2_lookback_4,perf,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,perf_drop_0.2_lookback_6,perf,0.3644,0.1026,0.3556,0.559,0,0,2,83
rf,static,static,0.3644,0.1026,0.3556,0.559,0,0,2,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,0.4444,0.1219,0.4306,0.5318,19,37,38,83
xgboost,perf_drop_0.1_lookback_6,perf,0.4409,0.1214,0.4337,0.5326,9,16,20,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_4,timeout_msm,0.4405,0.1203,0.4287,0.5306,20,38,40,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,0.4405,0.1203,0.4287,0.5306,20,38,40,83
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,0.4401,0.1191,0.4332,0.5239,18,30,36,83
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,0.4401,0.1191,0.4332,0.5239,18,30,36,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,0.4401,0.1191,0.4332,0.5239,18,30,36,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,0.4401,0.1191,0.4332,0.5239,18,30,36,83
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,0.4383,0.109,0.4287,0.5304,19,33,38,83
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,0.4383,0.109,0.4287,0.5304,19,34,38,83
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,0.4383,0.109,0.4287,0.5304,19,34,38,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,0.4383,0.109,0.4287,0.5304,19,33,38,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_3,timeout_msm,0.4383,0.109,0.4287,0.5304,19,34,38,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,0.4383,0.109,0.4287,0.5304,19,34,38,83
xgboost,perf_drop_0.03_lookback_3,perf,0.438,0.1071,0.4356,0.5276,20,32,41,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.75_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,0.4379,0.121,0.424,0.5316,19,37,40,83
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,0.4368,0.121,0.4374,0.5292,16,26,32,83
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,0.4368,0.121,0.4374,0.5292,16,26,32,83
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,0.4368,0.121,0.4374,0.5292,16,26,32,83
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,0.4368,0.121,0.4374,0.5292,16,26,32,83
xgboost,fixed_6,fixed,0.435,0.1118,0.4167,0.534,13,13,28,83
xgboost,perf_drop_0.03_lookback_6,perf,0.4344,0.12,0.4374,0.5159,15,32,31,83
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,0.434,0.1128,0.4235,0.5205,18,31,36,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,0.434,0.1128,0.4235,0.5205,18,31,36,83
xgboost,fixed_9,fixed,0.4337,0.1118,0.4308,0.5259,9,9,19,83
xgboost,perf_drop_0.05_lookback_3,perf,0.4334,0.1131,0.4111,0.5266,17,27,36,83
xgboost,fixed_3,fixed,0.4333,0.1038,0.4209,0.5253,27,27,55,83
xgboost,perf_drop_0.1_lookback_4,perf,0.4332,0.1183,0.4325,0.5125,9,15,20,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,0.4324,0.1085,0.4358,0.5314,16,27,32,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,0.4324,0.1085,0.4358,0.5314,16,27,32,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,0.4324,0.1085,0.4358,0.5314,16,27,32,83
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,0.4324,0.1085,0.4358,0.5314,16,27,32,83
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,0.4324,0.1085,0.4358,0.5314,16,27,32,83
xgboost,perf_drop_0.05_lookback_6,perf,0.4317,0.1218,0.419,0.5367,11,28,24,83
xgboost,perf_drop_0.05_lookback_4,perf,0.4291,0.1208,0.4327,0.5116,17,32,36,83
xgboost,perf_drop_0.15_lookback_3,perf,0.429,0.1233,0.4111,0.5013,8,9,18,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,0.4283,0.1299,0.4231,0.5226,17,31,34,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,0.4283,0.1299,0.4231,0.5226,17,31,34,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,0.4283,0.1299,0.4231,0.5226,17,31,34,83
xgboost,perf_drop_0.15_lookback_4,perf,0.428,0.114,0.4374,0.5163,7,9,16,83
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,0.4279,0.1175,0.4259,0.525,19,34,38,83
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,0.4279,0.1175,0.4259,0.525,19,34,38,83
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,0.4279,0.1175,0.4259,0.525,19,34,38,83
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,0.4279,0.1175,0.4259,0.525,19,34,38,83
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,0.4279,0.1175,0.4259,0.525,19,34,38,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,0.4231,0.1033,0.4243,0.5233,17,29,34,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,0.4227,0.1238,0.4183,0.5141,19,35,38,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,0.4227,0.1238,0.4183,0.5141,19,35,38,83
xgboost,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,0.4227,0.1238,0.4183,0.5141,19,35,38,83
xgboost,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,0.4227,0.1238,0.4183,0.5141,19,35,38,83
xgboost,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,0.4227,0.1238,0.4183,0.5141,19,35,38,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,0.4224,0.129,0.4051,0.518,16,26,32,83
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,0.4218,0.1306,0.4231,0.5174,18,36,38,83
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,0.421,0.13,0.4231,0.5196,19,37,38,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,0.421,0.1114,0.4218,0.5083,15,24,30,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,0.421,0.1114,0.4218,0.5083,15,24,30,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,0.421,0.1114,0.4218,0.5083,15,24,30,83
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,0.421,0.1114,0.4218,0.5083,15,24,30,83
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,0.421,0.1114,0.4218,0.5083,15,24,30,83
xgboost,perf_drop_0.1_lookback_3,perf,0.4208,0.103,0.4101,0.506,12,15,25,83
xgboost,fixed_12,fixed,0.4204,0.1236,0.4247,0.4965,6,6,14,83
xgboost,perf_drop_0.03_lookback_4,perf,0.42,0.1211,0.4065,0.5187,16,34,34,83
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,0.4193,0.1226,0.4206,0.5113,19,37,38,83
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,0.4193,0.1226,0.4206,0.5113,19,37,38,83
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,0.4183,0.1218,0.4101,0.4697,16,26,32,83
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,0.4183,0.1218,0.4101,0.4697,16,26,32,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,0.4183,0.1128,0.4078,0.5156,17,29,34,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,0.4183,0.1128,0.4078,0.5156,17,29,34,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,0.4172,0.1138,0.424,0.523,16,29,32,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,0.4172,0.1138,0.424,0.523,16,29,32,83
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,0.4172,0.1138,0.424,0.523,16,29,32,83
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,0.4172,0.1138,0.424,0.523,16,29,32,83
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,0.4172,0.1138,0.424,0.523,16,29,32,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,0.4163,0.1154,0.4062,0.5143,15,25,30,83
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,0.4163,0.1154,0.4062,0.5143,15,26,30,83
xgboost,random,random,0.4152,0.1172,0.4051,0.515,6,6,14,83
xgboost,perf_drop_0.15_lookback_6,perf,0.4121,0.125,0.404,0.4939,4,6,10,83
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,0.4044,0.125,0.3843,0.4389,18,31,36,83
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,0.4036,0.1297,0.391,0.4323,19,34,38,83
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,0.4036,0.1297,0.391,0.4323,19,34,38,83
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,0.4036,0.1297,0.391,0.4323,19,34,38,83
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,0.4036,0.1297,0.391,0.4323,19,34,38,83
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,0.4036,0.1297,0.391,0.4323,19,34,38,83
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,0.4008,0.1205,0.3843,0.4373,18,30,36,83
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,0.4008,0.1205,0.3843,0.4373,18,30,36,83
xgboost,perf_drop_0.2_lookback_3,perf,0.3907,0.1152,0.3707,0.5455,2,3,6,83
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,0.3886,0.1163,0.3843,0.4356,19,37,38,83
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,0.3873,0.1171,0.3817,0.4288,18,36,38,83
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,0.3865,0.1103,0.3788,0.4298,19,33,38,83
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,0.3865,0.121,0.3843,0.43,19,37,38,83
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,0.3865,0.1103,0.3788,0.4298,19,34,38,83
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,0.3865,0.121,0.3843,0.43,19,37,38,83
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,0.3865,0.1103,0.3788,0.4298,19,34,38,83
xgboost,adwin_delta_0.01,adwin,0.3724,0.1169,0.3562,0.5654,0,0,2,83
xgboost,adwin_delta_0.05,adwin,0.3724,0.1169,0.3562,0.5654,0,0,2,83
xgboost,adwin_delta_0.1,adwin,0.3724,0.1169,0.3562,0.5654,0,0,2,83
xgboost,perf_drop_0.2_lookback_4,perf,0.3724,0.1169,0.3562,0.5654,0,0,2,83
xgboost,perf_drop_0.2_lookback_6,perf,0.3724,0.1169,0.3562,0.5654,0,0,2,83
xgboost,static,static,0.3724,0.1169,0.3562,0.5654,0,0,2,83
