model_type,retrainer,exp_type,window,date_start,pre_retrain_f1,post_retrain_f1,f1_delta,in_stress_window
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,38,2020-02-06,0.5645,0.337,-0.2276,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,42,2020-06-08,0.337,0.3556,0.0186,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,46,2020-10-06,0.3556,0.5067,0.1511,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,50,2021-02-05,0.5067,0.3425,-0.1643,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,54,2021-06-08,0.3425,0.3233,-0.0192,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,58,2021-10-06,0.3233,0.4952,0.1719,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,68,2022-08-08,0.4089,0.4115,0.0026,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,75,2023-03-09,0.4671,0.475,0.008,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,79,2023-07-11,0.475,0.4831,0.008,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,13,2018-01-04,0.4185,0.5706,0.1521,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,17,2018-05-07,0.5706,0.4019,-0.1687,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,21,2018-09-05,0.4019,0.3308,-0.0711,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,25,2019-01-07,0.3308,0.3114,-0.0195,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,29,2019-05-08,0.3114,0.469,0.1577,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,33,2019-09-06,0.469,0.5795,0.1105,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,38,2020-02-06,0.5674,0.337,-0.2305,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,42,2020-06-08,0.337,0.3649,0.0279,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,46,2020-10-06,0.3649,0.5067,0.1418,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,50,2021-02-05,0.5067,0.3425,-0.1643,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,54,2021-06-08,0.3425,0.3233,-0.0192,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,58,2021-10-06,0.3233,0.4952,0.1719,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,68,2022-08-08,0.4089,0.4115,0.0026,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,72,2022-12-06,0.4115,0.52,0.1085,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,75,2023-03-09,0.5166,0.4468,-0.0698,False
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,79,2023-07-11,0.4468,0.4801,0.0332,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,7,2017-07-06,0.4098,0.4087,-0.0011,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,11,2017-11-02,0.4087,0.562,0.1532,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,15,2018-03-07,0.562,0.4783,-0.0837,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,20,2018-08-06,0.4277,0.3513,-0.0764,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,26,2019-02-06,0.3076,0.3384,0.0308,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,30,2019-06-07,0.3384,0.5056,0.1672,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,38,2020-02-06,0.4808,0.3557,-0.1251,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,42,2020-06-08,0.3557,0.4176,0.0619,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,46,2020-10-06,0.4176,0.5223,0.1047,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,51,2021-03-09,0.5184,0.3779,-0.1405,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,55,2021-07-08,0.3779,0.3349,-0.043,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,68,2022-08-08,0.3775,0.4262,0.0487,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,75,2023-03-09,0.4836,0.4647,-0.0189,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,79,2023-07-11,0.4647,0.483,0.0183,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,9,2017-09-05,0.3562,0.4752,0.119,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,15,2018-03-07,0.5381,0.4555,-0.0826,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,19,2018-07-06,0.4555,0.3204,-0.135,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,23,2018-11-02,0.3204,0.4347,0.1143,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,26,2019-02-06,0.3647,0.3071,-0.0576,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,30,2019-06-07,0.3071,0.4782,0.1711,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,34,2019-10-07,0.4782,0.5645,0.0863,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,38,2020-02-06,0.5645,0.337,-0.2276,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,42,2020-06-08,0.337,0.3556,0.0186,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,46,2020-10-06,0.3556,0.5067,0.1511,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,50,2021-02-05,0.5067,0.3425,-0.1643,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,54,2021-06-08,0.3425,0.3233,-0.0192,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,58,2021-10-06,0.3233,0.4952,0.1719,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,68,2022-08-08,0.4089,0.4115,0.0026,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,75,2023-03-09,0.4671,0.475,0.008,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,79,2023-07-11,0.475,0.4831,0.008,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,13,2018-01-04,0.4185,0.5706,0.1521,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,17,2018-05-07,0.5706,0.4019,-0.1687,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,21,2018-09-05,0.4019,0.3308,-0.0711,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,25,2019-01-07,0.3308,0.3114,-0.0195,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,29,2019-05-08,0.3114,0.469,0.1577,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,33,2019-09-06,0.469,0.5795,0.1105,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,38,2020-02-06,0.5674,0.337,-0.2305,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,42,2020-06-08,0.337,0.3649,0.0279,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,46,2020-10-06,0.3649,0.5067,0.1418,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,50,2021-02-05,0.5067,0.3425,-0.1643,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,54,2021-06-08,0.3425,0.3233,-0.0192,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,58,2021-10-06,0.3233,0.4952,0.1719,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,68,2022-08-08,0.4089,0.4115,0.0026,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,72,2022-12-06,0.4115,0.52,0.1085,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,75,2023-03-09,0.5166,0.4468,-0.0698,False
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,79,2023-07-11,0.4468,0.4801,0.0332,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,7,2017-07-06,0.4098,0.4087,-0.0011,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,11,2017-11-02,0.4087,0.562,0.1532,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,15,2018-03-07,0.562,0.4783,-0.0837,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,20,2018-08-06,0.4277,0.3513,-0.0764,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,26,2019-02-06,0.3076,0.3384,0.0308,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,30,2019-06-07,0.3384,0.5056,0.1672,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,38,2020-02-06,0.4808,0.3557,-0.1251,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,42,2020-06-08,0.3557,0.4176,0.0619,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,46,2020-10-06,0.4176,0.5223,0.1047,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,50,2021-02-05,0.5223,0.3725,-0.1498,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,54,2021-06-08,0.3725,0.3666,-0.0058,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,57,2021-09-07,0.362,0.4545,0.0925,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,68,2022-08-08,0.4382,0.464,0.0258,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,75,2023-03-09,0.4656,0.475,0.0095,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,79,2023-07-11,0.475,0.4837,0.0087,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,9,2017-09-05,0.3562,0.4752,0.119,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,15,2018-03-07,0.5381,0.4555,-0.0826,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,19,2018-07-06,0.4555,0.3204,-0.135,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,23,2018-11-02,0.3204,0.4347,0.1143,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,26,2019-02-06,0.3647,0.3071,-0.0576,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,30,2019-06-07,0.3071,0.4782,0.1711,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,34,2019-10-07,0.4782,0.5399,0.0617,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,37,2020-01-07,0.5492,0.3488,-0.2005,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,41,2020-05-07,0.3488,0.3434,-0.0053,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,45,2020-09-04,0.3434,0.4738,0.1304,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,50,2021-02-05,0.4835,0.3631,-0.1204,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,54,2021-06-08,0.3631,0.3233,-0.0398,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,58,2021-10-06,0.3233,0.4952,0.1719,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,68,2022-08-08,0.4089,0.4115,0.0026,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,75,2023-03-09,0.4671,0.475,0.008,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,79,2023-07-11,0.475,0.4831,0.008,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,13,2018-01-04,0.4185,0.5706,0.1521,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,17,2018-05-07,0.5706,0.4019,-0.1687,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,21,2018-09-05,0.4019,0.3308,-0.0711,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,25,2019-01-07,0.3308,0.3114,-0.0195,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,29,2019-05-08,0.3114,0.469,0.1577,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,33,2019-09-06,0.469,0.5795,0.1105,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,38,2020-02-06,0.5674,0.337,-0.2305,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,42,2020-06-08,0.337,0.3649,0.0279,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,46,2020-10-06,0.3649,0.5067,0.1418,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,50,2021-02-05,0.5067,0.3425,-0.1643,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,54,2021-06-08,0.3425,0.3233,-0.0192,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,58,2021-10-06,0.3233,0.4952,0.1719,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,68,2022-08-08,0.4089,0.4115,0.0026,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,72,2022-12-06,0.4115,0.52,0.1085,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,75,2023-03-09,0.5166,0.4468,-0.0698,False
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,79,2023-07-11,0.4468,0.4801,0.0332,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,7,2017-07-06,0.4098,0.4087,-0.0011,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,11,2017-11-02,0.4087,0.562,0.1532,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,15,2018-03-07,0.562,0.4783,-0.0837,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,21,2018-09-05,0.3885,0.3553,-0.0332,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,26,2019-02-06,0.4399,0.2944,-0.1455,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,31,2019-07-09,0.2971,0.4115,0.1144,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,38,2020-02-06,0.5509,0.3874,-0.1636,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,42,2020-06-08,0.3874,0.3527,-0.0347,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,46,2020-10-06,0.3527,0.5067,0.154,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,51,2021-03-09,0.4506,0.3596,-0.0909,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,55,2021-07-08,0.3596,0.3533,-0.0064,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,68,2022-08-08,0.3778,0.4274,0.0496,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,75,2023-03-09,0.446,0.4501,0.0041,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,78,2023-06-08,0.4284,0.4164,-0.0119,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,9,2017-09-05,0.3562,0.4752,0.119,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,15,2018-03-07,0.5381,0.4555,-0.0826,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,19,2018-07-06,0.4555,0.3204,-0.135,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,23,2018-11-02,0.3204,0.4347,0.1143,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,26,2019-02-06,0.3647,0.3071,-0.0576,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,31,2019-07-09,0.299,0.4232,0.1242,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,38,2020-02-06,0.5065,0.337,-0.1695,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,42,2020-06-08,0.337,0.3556,0.0186,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,46,2020-10-06,0.3556,0.5067,0.1511,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,51,2021-03-09,0.4506,0.3825,-0.0681,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,55,2021-07-08,0.3825,0.3533,-0.0292,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,59,2021-11-04,0.3533,0.4193,0.066,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,68,2022-08-08,0.3801,0.4274,0.0473,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,75,2023-03-09,0.4656,0.4468,-0.0187,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,79,2023-07-11,0.4468,0.4801,0.0332,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,13,2018-01-04,0.4185,0.5706,0.1521,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,17,2018-05-07,0.5706,0.4019,-0.1687,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,21,2018-09-05,0.4019,0.3308,-0.0711,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,25,2019-01-07,0.3308,0.3114,-0.0195,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,29,2019-05-08,0.3114,0.469,0.1577,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,39,2020-03-09,0.4302,0.3945,-0.0357,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,43,2020-07-08,0.3945,0.3997,0.0051,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,47,2020-11-04,0.3997,0.4161,0.0165,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,52,2021-04-08,0.3603,0.4471,0.0869,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,56,2021-08-06,0.4471,0.3814,-0.0657,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,60,2021-12-06,0.3814,0.3034,-0.078,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,68,2022-08-08,0.429,0.4169,-0.0121,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,72,2022-12-06,0.4169,0.4455,0.0286,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,75,2023-03-09,0.4514,0.4036,-0.0479,False
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,79,2023-07-11,0.4036,0.4611,0.0575,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,7,2017-07-06,0.4098,0.4087,-0.0011,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,11,2017-11-02,0.4087,0.562,0.1532,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,15,2018-03-07,0.562,0.4783,-0.0837,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,21,2018-09-05,0.3885,0.3553,-0.0332,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,26,2019-02-06,0.4399,0.2944,-0.1455,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,31,2019-07-09,0.2971,0.4115,0.1144,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,38,2020-02-06,0.5509,0.3874,-0.1636,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,42,2020-06-08,0.3874,0.3527,-0.0347,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,46,2020-10-06,0.3527,0.5067,0.154,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,51,2021-03-09,0.4506,0.3596,-0.0909,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,55,2021-07-08,0.3596,0.3533,-0.0064,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,68,2022-08-08,0.3778,0.4274,0.0496,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,75,2023-03-09,0.446,0.4501,0.0041,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,78,2023-06-08,0.4284,0.4164,-0.0119,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,9,2017-09-05,0.3562,0.4752,0.119,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,15,2018-03-07,0.5381,0.4555,-0.0826,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,19,2018-07-06,0.4555,0.3204,-0.135,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,23,2018-11-02,0.3204,0.4347,0.1143,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,26,2019-02-06,0.3647,0.3071,-0.0576,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,31,2019-07-09,0.299,0.4232,0.1242,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,38,2020-02-06,0.5065,0.337,-0.1695,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,42,2020-06-08,0.337,0.3556,0.0186,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,46,2020-10-06,0.3556,0.5067,0.1511,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,51,2021-03-09,0.4506,0.3825,-0.0681,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,55,2021-07-08,0.3825,0.3533,-0.0292,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,59,2021-11-04,0.3533,0.4193,0.066,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,68,2022-08-08,0.3801,0.4274,0.0473,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,75,2023-03-09,0.4656,0.4468,-0.0187,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,79,2023-07-11,0.4468,0.4801,0.0332,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,13,2018-01-04,0.4185,0.5706,0.1521,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,17,2018-05-07,0.5706,0.4019,-0.1687,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,21,2018-09-05,0.4019,0.3308,-0.0711,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,25,2019-01-07,0.3308,0.3114,-0.0195,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,29,2019-05-08,0.3114,0.469,0.1577,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,39,2020-03-09,0.4302,0.3945,-0.0357,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,43,2020-07-08,0.3945,0.3997,0.0051,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,47,2020-11-04,0.3997,0.4161,0.0165,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,52,2021-04-08,0.3603,0.4471,0.0869,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,56,2021-08-06,0.4471,0.3814,-0.0657,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,60,2021-12-06,0.3814,0.3034,-0.078,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,68,2022-08-08,0.429,0.4169,-0.0121,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,72,2022-12-06,0.4169,0.4455,0.0286,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,75,2023-03-09,0.4514,0.4036,-0.0479,False
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,79,2023-07-11,0.4036,0.4611,0.0575,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,7,2017-07-06,0.4098,0.4087,-0.0011,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,11,2017-11-02,0.4087,0.562,0.1532,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,16,2018-04-06,0.5465,0.41,-0.1365,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,20,2018-08-06,0.41,0.3513,-0.0587,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,24,2018-12-04,0.3513,0.4154,0.0641,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,28,2019-04-08,0.4154,0.3774,-0.038,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,31,2019-07-09,0.3345,0.4115,0.077,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,38,2020-02-06,0.5509,0.3874,-0.1636,True
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,42,2020-06-08,0.3874,0.3527,-0.0347,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,46,2020-10-06,0.3527,0.5067,0.154,False
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,52,2021-04-08,0.4072,0.415,0.0078,False
