model_type,retrainer,exp_type,window,date_start,pre_retrain_f1,post_retrain_f1,f1_delta,in_stress_window
lr,adwin_delta_0.01,adwin,65,2022-05-06,0.2963,0.4952,0.199,True
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,7,2017-07-06,0.2835,0.3327,0.0492,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,11,2017-11-02,0.3327,0.5842,0.2515,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,16,2018-04-06,0.5428,0.4455,-0.0972,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,20,2018-08-06,0.4455,0.4041,-0.0415,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,24,2018-12-04,0.4041,0.3354,-0.0687,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,28,2019-04-08,0.3354,0.3787,0.0433,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,31,2019-07-09,0.3303,0.3681,0.0377,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,38,2020-02-06,0.5855,0.2827,-0.3028,True
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,42,2020-06-08,0.2827,0.4094,0.1267,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,46,2020-10-06,0.4094,0.3021,-0.1073,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,52,2021-04-08,0.2373,0.2863,0.0489,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,56,2021-08-06,0.2863,0.3898,0.1036,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,60,2021-12-06,0.3898,0.2663,-0.1235,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,64,2022-04-06,0.2663,0.5683,0.302,True
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,68,2022-08-08,0.5683,0.3417,-0.2266,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,74,2023-02-07,0.4346,0.2328,-0.2018,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,78,2023-06-08,0.2328,0.4374,0.2046,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,9,2017-09-05,0.3139,0.4803,0.1664,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,13,2018-01-04,0.4803,0.4727,-0.0076,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,16,2018-04-06,0.541,0.4455,-0.0955,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,20,2018-08-06,0.4455,0.4041,-0.0415,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,24,2018-12-04,0.4041,0.3354,-0.0687,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,28,2019-04-08,0.3354,0.3787,0.0433,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,32,2019-08-07,0.3787,0.4847,0.106,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,39,2020-03-09,0.4947,0.2798,-0.2149,True
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,43,2020-07-08,0.2798,0.4516,0.1718,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,47,2020-11-04,0.4516,0.4114,-0.0402,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,50,2021-02-05,0.313,0.3656,0.0526,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,54,2021-06-08,0.3656,0.2092,-0.1564,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,58,2021-10-06,0.2092,0.301,0.0918,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,62,2022-02-04,0.301,0.3462,0.0451,True
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,66,2022-06-07,0.3462,0.5215,0.1754,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,70,2022-10-06,0.5215,0.3638,-0.1577,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,74,2023-02-07,0.3638,0.2328,-0.1311,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,78,2023-06-08,0.2328,0.4374,0.2046,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,13,2018-01-04,0.3334,0.5179,0.1845,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,17,2018-05-07,0.5179,0.3787,-0.1392,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,21,2018-09-05,0.3787,0.3663,-0.0124,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,25,2019-01-07,0.3663,0.2894,-0.0769,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,29,2019-05-08,0.2894,0.3994,0.1101,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,33,2019-09-06,0.3994,0.5945,0.1951,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,37,2020-01-07,0.5945,0.424,-0.1705,True
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,41,2020-05-07,0.424,0.332,-0.092,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,45,2020-09-04,0.332,0.287,-0.045,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,49,2021-01-06,0.287,0.416,0.1289,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,53,2021-05-07,0.416,0.1928,-0.2232,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,57,2021-09-07,0.1928,0.3719,0.1792,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,61,2022-01-05,0.3719,0.3441,-0.0278,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,65,2022-05-06,0.3441,0.4952,0.1511,True
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,69,2022-09-07,0.4952,0.3328,-0.1625,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,73,2023-01-06,0.3328,0.329,-0.0038,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,77,2023-05-09,0.329,0.4125,0.0835,False
lr,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,81,2023-09-08,0.4125,0.4212,0.0087,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,7,2017-07-06,0.2835,0.3327,0.0492,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,11,2017-11-02,0.3327,0.5842,0.2515,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,16,2018-04-06,0.5428,0.4455,-0.0972,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,20,2018-08-06,0.4455,0.4041,-0.0415,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,24,2018-12-04,0.4041,0.3354,-0.0687,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,28,2019-04-08,0.3354,0.3787,0.0433,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,31,2019-07-09,0.3303,0.3681,0.0377,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,38,2020-02-06,0.5855,0.2827,-0.3028,True
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,42,2020-06-08,0.2827,0.4094,0.1267,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,46,2020-10-06,0.4094,0.3021,-0.1073,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,52,2021-04-08,0.2373,0.2863,0.0489,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,56,2021-08-06,0.2863,0.3898,0.1036,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,60,2021-12-06,0.3898,0.2663,-0.1235,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,64,2022-04-06,0.2663,0.5683,0.302,True
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,68,2022-08-08,0.5683,0.3417,-0.2266,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,74,2023-02-07,0.4346,0.2328,-0.2018,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,78,2023-06-08,0.2328,0.4374,0.2046,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,9,2017-09-05,0.3139,0.4803,0.1664,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,13,2018-01-04,0.4803,0.4727,-0.0076,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,16,2018-04-06,0.541,0.4455,-0.0955,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,20,2018-08-06,0.4455,0.4041,-0.0415,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,24,2018-12-04,0.4041,0.3354,-0.0687,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,28,2019-04-08,0.3354,0.3787,0.0433,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,32,2019-08-07,0.3787,0.4847,0.106,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,39,2020-03-09,0.4947,0.2798,-0.2149,True
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,43,2020-07-08,0.2798,0.4516,0.1718,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,47,2020-11-04,0.4516,0.4114,-0.0402,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,50,2021-02-05,0.313,0.3656,0.0526,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,54,2021-06-08,0.3656,0.2092,-0.1564,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,58,2021-10-06,0.2092,0.301,0.0918,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,62,2022-02-04,0.301,0.3462,0.0451,True
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,66,2022-06-07,0.3462,0.5215,0.1754,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,70,2022-10-06,0.5215,0.3638,-0.1577,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,74,2023-02-07,0.3638,0.2328,-0.1311,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,78,2023-06-08,0.2328,0.4374,0.2046,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,13,2018-01-04,0.3334,0.5179,0.1845,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,17,2018-05-07,0.5179,0.3787,-0.1392,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,21,2018-09-05,0.3787,0.3663,-0.0124,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,25,2019-01-07,0.3663,0.2894,-0.0769,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,29,2019-05-08,0.2894,0.3994,0.1101,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,33,2019-09-06,0.3994,0.5945,0.1951,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,37,2020-01-07,0.5945,0.424,-0.1705,True
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,41,2020-05-07,0.424,0.332,-0.092,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,45,2020-09-04,0.332,0.287,-0.045,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,49,2021-01-06,0.287,0.416,0.1289,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,53,2021-05-07,0.416,0.1928,-0.2232,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,57,2021-09-07,0.1928,0.3719,0.1792,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,61,2022-01-05,0.3719,0.3441,-0.0278,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,65,2022-05-06,0.3441,0.4952,0.1511,True
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,69,2022-09-07,0.4952,0.3328,-0.1625,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,73,2023-01-06,0.3328,0.329,-0.0038,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,77,2023-05-09,0.329,0.4125,0.0835,False
lr,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,81,2023-09-08,0.4125,0.4212,0.0087,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,7,2017-07-06,0.2835,0.3327,0.0492,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,11,2017-11-02,0.3327,0.5842,0.2515,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,16,2018-04-06,0.5428,0.4455,-0.0972,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,20,2018-08-06,0.4455,0.4041,-0.0415,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,24,2018-12-04,0.4041,0.3354,-0.0687,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,28,2019-04-08,0.3354,0.3787,0.0433,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,31,2019-07-09,0.3303,0.3681,0.0377,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,38,2020-02-06,0.5855,0.2827,-0.3028,True
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,42,2020-06-08,0.2827,0.4094,0.1267,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,46,2020-10-06,0.4094,0.3021,-0.1073,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,50,2021-02-05,0.3021,0.3656,0.0635,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,54,2021-06-08,0.3656,0.2092,-0.1564,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,58,2021-10-06,0.2092,0.301,0.0918,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,62,2022-02-04,0.301,0.3462,0.0451,True
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,68,2022-08-08,0.3736,0.3417,-0.0318,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,74,2023-02-07,0.4346,0.2328,-0.2018,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,78,2023-06-08,0.2328,0.4374,0.2046,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,9,2017-09-05,0.3139,0.4803,0.1664,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,13,2018-01-04,0.4803,0.4727,-0.0076,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,16,2018-04-06,0.541,0.4455,-0.0955,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,20,2018-08-06,0.4455,0.4041,-0.0415,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,24,2018-12-04,0.4041,0.3354,-0.0687,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,28,2019-04-08,0.3354,0.3787,0.0433,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,32,2019-08-07,0.3787,0.4847,0.106,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,39,2020-03-09,0.4947,0.2798,-0.2149,True
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,43,2020-07-08,0.2798,0.4516,0.1718,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,47,2020-11-04,0.4516,0.4114,-0.0402,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,50,2021-02-05,0.313,0.3656,0.0526,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,54,2021-06-08,0.3656,0.2092,-0.1564,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,58,2021-10-06,0.2092,0.301,0.0918,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,62,2022-02-04,0.301,0.3462,0.0451,True
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,66,2022-06-07,0.3462,0.5215,0.1754,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,70,2022-10-06,0.5215,0.3638,-0.1577,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,74,2023-02-07,0.3638,0.2328,-0.1311,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,78,2023-06-08,0.2328,0.4374,0.2046,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,13,2018-01-04,0.3334,0.5179,0.1845,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,17,2018-05-07,0.5179,0.3787,-0.1392,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,21,2018-09-05,0.3787,0.3663,-0.0124,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,25,2019-01-07,0.3663,0.2894,-0.0769,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,29,2019-05-08,0.2894,0.3994,0.1101,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,33,2019-09-06,0.3994,0.5945,0.1951,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,37,2020-01-07,0.5945,0.424,-0.1705,True
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,41,2020-05-07,0.424,0.332,-0.092,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,45,2020-09-04,0.332,0.287,-0.045,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,49,2021-01-06,0.287,0.416,0.1289,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,53,2021-05-07,0.416,0.1928,-0.2232,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,57,2021-09-07,0.1928,0.3719,0.1792,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,61,2022-01-05,0.3719,0.3441,-0.0278,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,65,2022-05-06,0.3441,0.4952,0.1511,True
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,69,2022-09-07,0.4952,0.3328,-0.1625,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,73,2023-01-06,0.3328,0.329,-0.0038,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,77,2023-05-09,0.329,0.4125,0.0835,False
lr,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,81,2023-09-08,0.4125,0.4212,0.0087,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,7,2017-07-06,0.2835,0.3327,0.0492,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,11,2017-11-02,0.3327,0.5842,0.2515,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,15,2018-03-07,0.5842,0.4426,-0.1416,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,19,2018-07-06,0.4426,0.3543,-0.0883,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,23,2018-11-02,0.3543,0.2837,-0.0705,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,27,2019-03-08,0.2837,0.3188,0.035,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,31,2019-07-09,0.3188,0.3681,0.0493,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,38,2020-02-06,0.5855,0.2827,-0.3028,True
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,42,2020-06-08,0.2827,0.4094,0.1267,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,46,2020-10-06,0.4094,0.3516,-0.0577,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,49,2021-01-06,0.287,0.416,0.1289,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,53,2021-05-07,0.416,0.1928,-0.2232,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,57,2021-09-07,0.1928,0.3641,0.1713,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,60,2021-12-06,0.3924,0.2171,-0.1753,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,64,2022-04-06,0.2171,0.4083,0.1912,True
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,68,2022-08-08,0.4083,0.3417,-0.0666,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,72,2022-12-06,0.3417,0.4639,0.1222,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,76,2023-04-10,0.4639,0.1854,-0.2785,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,9,2017-09-05,0.3139,0.4803,0.1664,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,13,2018-01-04,0.4803,0.5179,0.0376,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,17,2018-05-07,0.5179,0.3787,-0.1392,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,21,2018-09-05,0.3787,0.3663,-0.0124,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,25,2019-01-07,0.3663,0.2894,-0.0769,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,29,2019-05-08,0.2894,0.3994,0.1101,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,33,2019-09-06,0.3994,0.5945,0.1951,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,38,2020-02-06,0.6283,0.2827,-0.3456,True
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,42,2020-06-08,0.2827,0.4094,0.1267,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,46,2020-10-06,0.4094,0.3021,-0.1073,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,50,2021-02-05,0.3021,0.3656,0.0635,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,54,2021-06-08,0.3656,0.2092,-0.1564,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,58,2021-10-06,0.2092,0.301,0.0918,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,62,2022-02-04,0.301,0.3462,0.0451,True
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,66,2022-06-07,0.3462,0.5215,0.1754,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,70,2022-10-06,0.5215,0.3638,-0.1577,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,74,2023-02-07,0.3638,0.2328,-0.1311,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,78,2023-06-08,0.2328,0.4374,0.2046,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,13,2018-01-04,0.3334,0.5179,0.1845,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,17,2018-05-07,0.5179,0.3787,-0.1392,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,21,2018-09-05,0.3787,0.3663,-0.0124,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,25,2019-01-07,0.3663,0.2894,-0.0769,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,29,2019-05-08,0.2894,0.3994,0.1101,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,33,2019-09-06,0.3994,0.5945,0.1951,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,37,2020-01-07,0.5945,0.424,-0.1705,True
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,41,2020-05-07,0.424,0.332,-0.092,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,45,2020-09-04,0.332,0.287,-0.045,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,49,2021-01-06,0.287,0.416,0.1289,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,53,2021-05-07,0.416,0.1928,-0.2232,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,57,2021-09-07,0.1928,0.3719,0.1792,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,61,2022-01-05,0.3719,0.3441,-0.0278,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,65,2022-05-06,0.3441,0.4952,0.1511,True
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,69,2022-09-07,0.4952,0.3328,-0.1625,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,73,2023-01-06,0.3328,0.329,-0.0038,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,77,2023-05-09,0.329,0.4125,0.0835,False
lr,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,81,2023-09-08,0.4125,0.4212,0.0087,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,7,2017-07-06,0.2835,0.3327,0.0492,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,11,2017-11-02,0.3327,0.5842,0.2515,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,15,2018-03-07,0.5842,0.4426,-0.1416,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,19,2018-07-06,0.4426,0.3543,-0.0883,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,23,2018-11-02,0.3543,0.2837,-0.0705,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,27,2019-03-08,0.2837,0.3188,0.035,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,31,2019-07-09,0.3188,0.3681,0.0493,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,38,2020-02-06,0.5855,0.2827,-0.3028,True
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,42,2020-06-08,0.2827,0.4094,0.1267,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,46,2020-10-06,0.4094,0.3516,-0.0577,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,49,2021-01-06,0.287,0.416,0.1289,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,53,2021-05-07,0.416,0.1928,-0.2232,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,57,2021-09-07,0.1928,0.3641,0.1713,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,60,2021-12-06,0.3924,0.2171,-0.1753,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,64,2022-04-06,0.2171,0.4083,0.1912,True
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,68,2022-08-08,0.4083,0.3417,-0.0666,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,72,2022-12-06,0.3417,0.4639,0.1222,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,76,2023-04-10,0.4639,0.1854,-0.2785,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,9,2017-09-05,0.3139,0.4803,0.1664,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,13,2018-01-04,0.4803,0.5179,0.0376,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,17,2018-05-07,0.5179,0.3787,-0.1392,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,21,2018-09-05,0.3787,0.3663,-0.0124,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,25,2019-01-07,0.3663,0.2894,-0.0769,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,29,2019-05-08,0.2894,0.3994,0.1101,False
lr,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,33,2019-09-06,0.3994,0.5945,0.1951,False
