model_type,retrainer,exp_type,event,event_date,first_retrain,latency_days,latency_windows,detected
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,covid_crash,2020-02-20,2020-04-07,47.0,2.2,True
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,fixed_12,fixed,covid_crash,2020-02-20,2021-01-06,321.0,15.3,True
rf,fixed_12,fixed,fed_hikes_2022,2022-03-16,2023-01-06,296.0,14.1,True
rf,fixed_3,fixed,covid_crash,2020-02-20,2020-04-07,47.0,2.2,True
rf,fixed_3,fixed,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,fixed_6,fixed,covid_crash,2020-02-20,2020-07-08,139.0,6.6,True
rf,fixed_6,fixed,fed_hikes_2022,2022-03-16,2022-07-08,114.0,5.4,True
rf,fixed_9,fixed,covid_crash,2020-02-20,2020-10-06,229.0,10.9,True
rf,fixed_9,fixed,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,perf_drop_0.03_lookback_3,perf,covid_crash,2020-02-20,2020-04-07,47.0,2.2,True
rf,perf_drop_0.03_lookback_3,perf,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,perf_drop_0.03_lookback_4,perf,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,perf_drop_0.03_lookback_4,perf,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,perf_drop_0.03_lookback_6,perf,covid_crash,2020-02-20,2020-07-08,139.0,6.6,True
rf,perf_drop_0.03_lookback_6,perf,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,perf_drop_0.05_lookback_3,perf,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,perf_drop_0.05_lookback_3,perf,fed_hikes_2022,2022-03-16,2022-09-07,175.0,8.3,True
rf,perf_drop_0.05_lookback_4,perf,covid_crash,2020-02-20,2020-04-07,47.0,2.2,True
rf,perf_drop_0.05_lookback_4,perf,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,perf_drop_0.05_lookback_6,perf,covid_crash,2020-02-20,2020-04-07,47.0,2.2,True
rf,perf_drop_0.05_lookback_6,perf,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,perf_drop_0.15_lookback_3,perf,covid_crash,2020-02-20,2020-07-08,139.0,6.6,True
rf,perf_drop_0.15_lookback_3,perf,fed_hikes_2022,2022-03-16,2022-11-04,233.0,11.1,True
rf,perf_drop_0.1_lookback_3,perf,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,perf_drop_0.1_lookback_3,perf,fed_hikes_2022,2022-03-16,2022-11-04,233.0,11.1,True
rf,perf_drop_0.1_lookback_4,perf,covid_crash,2020-02-20,2020-08-06,168.0,8.0,True
rf,perf_drop_0.1_lookback_4,perf,fed_hikes_2022,2022-03-16,2023-06-08,449.0,21.4,True
rf,perf_drop_0.1_lookback_6,perf,covid_crash,2020-02-20,2021-08-06,533.0,25.4,True
rf,perf_drop_0.1_lookback_6,perf,fed_hikes_2022,2022-03-16,2023-01-06,296.0,14.1,True
rf,random,random,covid_crash,2020-02-20,2021-05-07,442.0,21.0,True
rf,random,random,fed_hikes_2022,2022-03-16,2022-10-06,204.0,9.7,True
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,fed_hikes_2022,2022-03-16,2022-08-08,145.0,6.9,True
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,covid_crash,2020-02-20,2020-03-09,18.0,0.9,True
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,fed_hikes_2022,2022-03-16,2022-05-06,51.0,2.4,True
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,fed_hikes_2022,2022-03-16,2022-04-06,21.0,1.0,True
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,covid_crash,2020-02-20,2020-06-08,109.0,5.2,True
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,fed_hikes_2022,2022-03-16,2022-06-07,83.0,4.0,True
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,covid_crash,2020-02-20,2020-05-07,77.0,3.7,True
