model_type,retrainer,exp_type,class,class_name,f1
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,0,down,0.5464
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,1,neutral,0.4718
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,2,up,0.5198
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,0,down,0.5344
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,1,neutral,0.4713
lr,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,2,up,0.5186
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,0,down,0.5429
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,1,neutral,0.4749
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,2,up,0.5186
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,0,down,0.5413
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,1,neutral,0.4735
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,2,up,0.5197
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,0,down,0.5344
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,1,neutral,0.4713
lr,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,2,up,0.5186
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,0,down,0.5429
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,1,neutral,0.4749
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,2,up,0.5186
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,0,down,0.5413
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,1,neutral,0.4735
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,2,up,0.5197
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,0,down,0.5344
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,1,neutral,0.4713
lr,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,2,up,0.5186
rf,adwin_delta_0.01,adwin,0,down,0.5489
rf,adwin_delta_0.01,adwin,1,neutral,0.1132
rf,adwin_delta_0.01,adwin,2,up,0.504
rf,adwin_delta_0.05,adwin,0,down,0.5489
rf,adwin_delta_0.05,adwin,1,neutral,0.1132
rf,adwin_delta_0.05,adwin,2,up,0.504
rf,adwin_delta_0.1,adwin,0,down,0.5489
rf,adwin_delta_0.1,adwin,1,neutral,0.1132
rf,adwin_delta_0.1,adwin,2,up,0.504
rf,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,0,down,0.4645
rf,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,1,neutral,0.4712
rf,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,2,up,0.46
rf,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,0,down,0.4597
rf,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,1,neutral,0.4615
rf,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,2,up,0.469
rf,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,2,up,0.461
rf,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,0,down,0.4645
rf,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,1,neutral,0.4712
rf,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,2,up,0.46
rf,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,0,down,0.4597
rf,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,1,neutral,0.4615
rf,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,2,up,0.469
rf,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,2,up,0.461
rf,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,0,down,0.455
rf,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,1,neutral,0.4527
rf,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,2,up,0.4572
rf,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,0,down,0.4597
rf,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,1,neutral,0.4615
rf,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,2,up,0.469
rf,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,2,up,0.461
rf,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,0,down,0.4604
rf,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,1,neutral,0.4389
rf,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,2,up,0.4549
rf,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,0,down,0.4595
rf,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,1,neutral,0.4515
rf,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,2,up,0.4441
rf,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,2,up,0.461
rf,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,0,down,0.4604
rf,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,1,neutral,0.4389
rf,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,2,up,0.4549
rf,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,0,down,0.4595
rf,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,1,neutral,0.4515
rf,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,2,up,0.4441
rf,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,2,up,0.461
rf,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,0,down,0.4604
rf,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,1,neutral,0.4389
rf,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,2,up,0.4549
rf,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,0,down,0.4777
rf,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,1,neutral,0.4472
rf,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,2,up,0.4603
rf,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,2,up,0.461
rf,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,0,down,0.4982
rf,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,1,neutral,0.4714
rf,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,2,up,0.5016
rf,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,0,down,0.4597
rf,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,1,neutral,0.4615
rf,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,2,up,0.469
rf,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,2,up,0.461
rf,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,0,down,0.4982
rf,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,1,neutral,0.4714
rf,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,2,up,0.5016
rf,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,0,down,0.4597
rf,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,1,neutral,0.4615
rf,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,2,up,0.469
rf,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,0,down,0.4665
rf,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,1,neutral,0.4471
rf,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,2,up,0.461
rf,fixed_12,fixed,0,down,0.5192
rf,fixed_12,fixed,1,neutral,0.4505
rf,fixed_12,fixed,2,up,0.5151
rf,fixed_3,fixed,0,down,0.542
rf,fixed_3,fixed,1,neutral,0.4607
rf,fixed_3,fixed,2,up,0.524
rf,fixed_6,fixed,0,down,0.538
rf,fixed_6,fixed,1,neutral,0.4518
rf,fixed_6,fixed,2,up,0.5295
rf,fixed_9,fixed,0,down,0.5216
rf,fixed_9,fixed,1,neutral,0.4514
rf,fixed_9,fixed,2,up,0.5185
rf,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,0,down,0.5465
rf,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,1,neutral,0.4637
rf,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,2,up,0.5263
rf,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,0,down,0.5546
rf,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,1,neutral,0.4557
rf,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,2,up,0.5375
rf,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,2,up,0.5234
rf,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,0,down,0.5465
rf,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,1,neutral,0.4637
rf,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,2,up,0.5263
rf,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,0,down,0.5546
rf,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,1,neutral,0.4557
rf,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,2,up,0.5375
rf,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,2,up,0.5234
rf,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,0,down,0.5497
rf,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,1,neutral,0.4636
rf,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,2,up,0.5242
rf,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,0,down,0.5546
rf,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,1,neutral,0.4557
rf,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,2,up,0.5375
rf,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,2,up,0.5234
rf,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,0,down,0.5375
rf,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,1,neutral,0.4552
rf,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,2,up,0.5206
rf,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,0,down,0.5451
rf,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,1,neutral,0.4451
rf,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,2,up,0.5257
rf,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,2,up,0.5234
rf,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,0,down,0.5375
rf,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,1,neutral,0.4552
rf,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,2,up,0.5206
rf,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,0,down,0.5451
rf,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,1,neutral,0.4451
rf,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,2,up,0.5257
rf,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,2,up,0.5234
rf,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,0,down,0.5375
rf,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,1,neutral,0.4552
rf,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,2,up,0.5206
rf,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,0,down,0.5477
rf,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,1,neutral,0.4504
rf,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,2,up,0.5283
rf,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,2,up,0.5234
rf,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,0,down,0.5481
rf,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,1,neutral,0.465
rf,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,2,up,0.5228
rf,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,0,down,0.5546
rf,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,1,neutral,0.4557
rf,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,2,up,0.5375
rf,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,2,up,0.5234
rf,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,0,down,0.5481
rf,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,1,neutral,0.465
rf,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,2,up,0.5228
rf,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,0,down,0.5546
rf,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,1,neutral,0.4557
rf,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,2,up,0.5375
rf,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,0,down,0.5433
rf,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,1,neutral,0.4429
rf,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,2,up,0.5234
rf,perf_drop_0.03_lookback_3,perf,0,down,0.5544
rf,perf_drop_0.03_lookback_3,perf,1,neutral,0.4548
rf,perf_drop_0.03_lookback_3,perf,2,up,0.5099
rf,perf_drop_0.03_lookback_4,perf,0,down,0.5396
rf,perf_drop_0.03_lookback_4,perf,1,neutral,0.4608
rf,perf_drop_0.03_lookback_4,perf,2,up,0.5133
rf,perf_drop_0.03_lookback_6,perf,0,down,0.5621
rf,perf_drop_0.03_lookback_6,perf,1,neutral,0.4581
rf,perf_drop_0.03_lookback_6,perf,2,up,0.5278
rf,perf_drop_0.05_lookback_3,perf,0,down,0.5405
rf,perf_drop_0.05_lookback_3,perf,1,neutral,0.4524
rf,perf_drop_0.05_lookback_3,perf,2,up,0.516
rf,perf_drop_0.05_lookback_4,perf,0,down,0.5336
rf,perf_drop_0.05_lookback_4,perf,1,neutral,0.4501
rf,perf_drop_0.05_lookback_4,perf,2,up,0.5093
rf,perf_drop_0.05_lookback_6,perf,0,down,0.5363
rf,perf_drop_0.05_lookback_6,perf,1,neutral,0.4478
rf,perf_drop_0.05_lookback_6,perf,2,up,0.5192
rf,perf_drop_0.15_lookback_3,perf,0,down,0.5412
rf,perf_drop_0.15_lookback_3,perf,1,neutral,0.4086
rf,perf_drop_0.15_lookback_3,perf,2,up,0.5149
rf,perf_drop_0.15_lookback_4,perf,0,down,0.5489
rf,perf_drop_0.15_lookback_4,perf,1,neutral,0.1132
rf,perf_drop_0.15_lookback_4,perf,2,up,0.504
rf,perf_drop_0.15_lookback_6,perf,0,down,0.5489
rf,perf_drop_0.15_lookback_6,perf,1,neutral,0.1132
rf,perf_drop_0.15_lookback_6,perf,2,up,0.504
rf,perf_drop_0.1_lookback_3,perf,0,down,0.559
rf,perf_drop_0.1_lookback_3,perf,1,neutral,0.4634
rf,perf_drop_0.1_lookback_3,perf,2,up,0.5234
rf,perf_drop_0.1_lookback_4,perf,0,down,0.4991
rf,perf_drop_0.1_lookback_4,perf,1,neutral,0.4416
rf,perf_drop_0.1_lookback_4,perf,2,up,0.5244
rf,perf_drop_0.1_lookback_6,perf,0,down,0.554
rf,perf_drop_0.1_lookback_6,perf,1,neutral,0.4175
rf,perf_drop_0.1_lookback_6,perf,2,up,0.5123
rf,perf_drop_0.2_lookback_3,perf,0,down,0.5489
rf,perf_drop_0.2_lookback_3,perf,1,neutral,0.1132
rf,perf_drop_0.2_lookback_3,perf,2,up,0.504
rf,perf_drop_0.2_lookback_4,perf,0,down,0.5489
rf,perf_drop_0.2_lookback_4,perf,1,neutral,0.1132
rf,perf_drop_0.2_lookback_4,perf,2,up,0.504
rf,perf_drop_0.2_lookback_6,perf,0,down,0.5489
rf,perf_drop_0.2_lookback_6,perf,1,neutral,0.1132
rf,perf_drop_0.2_lookback_6,perf,2,up,0.504
rf,random,random,0,down,0.4873
rf,random,random,1,neutral,0.4224
rf,random,random,2,up,0.5122
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,0,down,0.5302
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,1,neutral,0.4633
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,2,up,0.5292
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,0,down,0.5311
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,1,neutral,0.4373
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,2,up,0.5365
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,0,down,0.5294
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,1,neutral,0.4438
rf,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,2,up,0.5281
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,0,down,0.5302
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,1,neutral,0.4633
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,2,up,0.5292
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,0,down,0.5311
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,1,neutral,0.4373
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,2,up,0.5365
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,0,down,0.5294
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,1,neutral,0.4438
rf,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,2,up,0.5281
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,0,down,0.5302
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,1,neutral,0.4633
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,2,up,0.5292
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,0,down,0.5311
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,1,neutral,0.4373
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,2,up,0.5365
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,0,down,0.5294
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,1,neutral,0.4438
rf,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,2,up,0.5281
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,0,down,0.5577
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,1,neutral,0.4527
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,2,up,0.5297
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,0,down,0.5392
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,1,neutral,0.4524
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,2,up,0.5334
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,0,down,0.5434
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,1,neutral,0.4412
rf,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,2,up,0.5259
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,0,down,0.5577
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,1,neutral,0.4527
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,2,up,0.5297
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,0,down,0.5392
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,1,neutral,0.4524
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,2,up,0.5334
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,0,down,0.5434
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,1,neutral,0.4412
rf,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,2,up,0.5259
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,0,down,0.5651
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,1,neutral,0.4645
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,2,up,0.5305
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,0,down,0.5436
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,1,neutral,0.4543
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,2,up,0.5357
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,0,down,0.5434
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,1,neutral,0.4412
rf,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,2,up,0.5259
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,0,down,0.5302
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,1,neutral,0.4633
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,2,up,0.5292
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,0,down,0.5311
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,1,neutral,0.4373
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,2,up,0.5365
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,0,down,0.5294
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,1,neutral,0.4438
rf,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,2,up,0.5281
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,0,down,0.5302
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,1,neutral,0.4633
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,2,up,0.5292
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,0,down,0.5311
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,1,neutral,0.4373
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_4,spy_msm,2,up,0.5365
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,0,down,0.5294
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,1,neutral,0.4438
rf,spy_msm_tau_1_0.8_tau_2_0.75_lb_6,spy_msm,2,up,0.5281
rf,static,static,0,down,0.5489
rf,static,static,1,neutral,0.1132
rf,static,static,2,up,0.504
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,0,down,0.5465
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,1,neutral,0.4637
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_3,timeout_msm,2,up,0.5263
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,0,down,0.5475
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,1,neutral,0.4646
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_4,timeout_msm,2,up,0.5237
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,1,neutral,0.4514
rf,timeout_msm_tau_1_0.83_tau_2_0.72_lb_6,timeout_msm,2,up,0.5201
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,0,down,0.5465
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,1,neutral,0.4637
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_3,timeout_msm,2,up,0.5263
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,0,down,0.5475
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,1,neutral,0.4646
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_4,timeout_msm,2,up,0.5237
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,1,neutral,0.4514
rf,timeout_msm_tau_1_0.83_tau_2_0.75_lb_6,timeout_msm,2,up,0.5201
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,0,down,0.5497
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,1,neutral,0.4636
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_3,timeout_msm,2,up,0.5242
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,0,down,0.5475
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,1,neutral,0.4646
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_4,timeout_msm,2,up,0.5237
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,1,neutral,0.4514
