model_type,retrainer,exp_type,class,class_name,f1
rf,timeout_msm_tau_1_0.83_tau_2_0.78_lb_6,timeout_msm,2,up,0.5201
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,0,down,0.5375
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,1,neutral,0.4552
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_3,timeout_msm,2,up,0.5206
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,0,down,0.5475
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,1,neutral,0.469
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_4,timeout_msm,2,up,0.518
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,1,neutral,0.4514
rf,timeout_msm_tau_1_0.88_tau_2_0.72_lb_6,timeout_msm,2,up,0.5201
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_3,timeout_msm,0,down,0.5375
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_3,timeout_msm,1,neutral,0.4552
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_3,timeout_msm,2,up,0.5206
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_4,timeout_msm,0,down,0.5567
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_4,timeout_msm,1,neutral,0.4916
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_4,timeout_msm,2,up,0.522
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_6,timeout_msm,1,neutral,0.4514
rf,timeout_msm_tau_1_0.88_tau_2_0.75_lb_6,timeout_msm,2,up,0.5201
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,0,down,0.5375
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,1,neutral,0.4552
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_3,timeout_msm,2,up,0.5206
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,0,down,0.5567
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,1,neutral,0.4916
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_4,timeout_msm,2,up,0.522
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,1,neutral,0.4514
rf,timeout_msm_tau_1_0.88_tau_2_0.78_lb_6,timeout_msm,2,up,0.5201
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,0,down,0.5481
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,1,neutral,0.465
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_3,timeout_msm,2,up,0.5228
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,0,down,0.5475
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,1,neutral,0.4646
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_4,timeout_msm,2,up,0.5237
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,1,neutral,0.4514
rf,timeout_msm_tau_1_0.8_tau_2_0.72_lb_6,timeout_msm,2,up,0.5201
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,0,down,0.5481
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,1,neutral,0.465
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_3,timeout_msm,2,up,0.5228
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,0,down,0.5475
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,1,neutral,0.4646
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_4,timeout_msm,2,up,0.5237
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,0,down,0.5462
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,1,neutral,0.4514
rf,timeout_msm_tau_1_0.8_tau_2_0.75_lb_6,timeout_msm,2,up,0.5201
xgboost,adwin_delta_0.01,adwin,0,down,0.5428
xgboost,adwin_delta_0.01,adwin,1,neutral,0.1229
xgboost,adwin_delta_0.01,adwin,2,up,0.5184
xgboost,adwin_delta_0.05,adwin,0,down,0.5428
xgboost,adwin_delta_0.05,adwin,1,neutral,0.1229
xgboost,adwin_delta_0.05,adwin,2,up,0.5184
xgboost,adwin_delta_0.1,adwin,0,down,0.5428
xgboost,adwin_delta_0.1,adwin,1,neutral,0.1229
xgboost,adwin_delta_0.1,adwin,2,up,0.5184
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,0,down,0.4598
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,1,neutral,0.472
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_3,causal,2,up,0.4733
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,0,down,0.4646
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,1,neutral,0.4583
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_4,causal,2,up,0.4663
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.83_tau_2_0.72_lb_6,causal,2,up,0.4565
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,0,down,0.4598
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,1,neutral,0.472
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_3,causal,2,up,0.4733
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,0,down,0.4646
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,1,neutral,0.4583
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_4,causal,2,up,0.4663
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.83_tau_2_0.75_lb_6,causal,2,up,0.4565
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,0,down,0.4688
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,1,neutral,0.4654
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_3,causal,2,up,0.4687
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,0,down,0.4646
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,1,neutral,0.4583
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_4,causal,2,up,0.4663
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.83_tau_2_0.78_lb_6,causal,2,up,0.4565
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,0,down,0.4604
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,1,neutral,0.4467
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_3,causal,2,up,0.4446
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,0,down,0.4653
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,1,neutral,0.4486
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_4,causal,2,up,0.4435
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.88_tau_2_0.72_lb_6,causal,2,up,0.4565
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,0,down,0.4604
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,1,neutral,0.4467
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_3,causal,2,up,0.4446
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,0,down,0.4653
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,1,neutral,0.4486
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_4,causal,2,up,0.4435
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.88_tau_2_0.75_lb_6,causal,2,up,0.4565
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,0,down,0.4604
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,1,neutral,0.4467
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_3,causal,2,up,0.4446
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,0,down,0.4781
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,1,neutral,0.442
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_4,causal,2,up,0.4495
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.88_tau_2_0.78_lb_6,causal,2,up,0.4565
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,0,down,0.5027
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,1,neutral,0.4707
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_3,causal,2,up,0.4938
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,0,down,0.4646
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,1,neutral,0.4583
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_4,causal,2,up,0.4663
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.8_tau_2_0.72_lb_6,causal,2,up,0.4565
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,0,down,0.5027
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,1,neutral,0.4707
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_3,causal,2,up,0.4938
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,0,down,0.4646
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,1,neutral,0.4583
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_4,causal,2,up,0.4663
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,0,down,0.4625
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,1,neutral,0.4479
xgboost,causal_tau_1_0.8_tau_2_0.75_lb_6,causal,2,up,0.4565
xgboost,fixed_12,fixed,0,down,0.516
xgboost,fixed_12,fixed,1,neutral,0.4602
xgboost,fixed_12,fixed,2,up,0.5145
xgboost,fixed_3,fixed,0,down,0.5578
xgboost,fixed_3,fixed,1,neutral,0.4524
xgboost,fixed_3,fixed,2,up,0.5255
xgboost,fixed_6,fixed,0,down,0.549
xgboost,fixed_6,fixed,1,neutral,0.4523
xgboost,fixed_6,fixed,2,up,0.536
xgboost,fixed_9,fixed,0,down,0.5495
xgboost,fixed_9,fixed,1,neutral,0.4605
xgboost,fixed_9,fixed,2,up,0.5424
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,0,down,0.5566
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,1,neutral,0.4788
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_3,msm,2,up,0.5387
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,0,down,0.5445
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,1,neutral,0.4382
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_4,msm,2,up,0.5266
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.83_tau_2_0.72_lb_6,msm,2,up,0.5176
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,0,down,0.5566
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,1,neutral,0.4788
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_3,msm,2,up,0.5387
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,0,down,0.5445
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,1,neutral,0.4382
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_4,msm,2,up,0.5266
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.83_tau_2_0.75_lb_6,msm,2,up,0.5176
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,0,down,0.552
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,1,neutral,0.4597
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_3,msm,2,up,0.53
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,0,down,0.5445
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,1,neutral,0.4382
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_4,msm,2,up,0.5266
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.83_tau_2_0.78_lb_6,msm,2,up,0.5176
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,0,down,0.5592
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,1,neutral,0.4701
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_3,msm,2,up,0.5367
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,0,down,0.5462
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,1,neutral,0.444
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_4,msm,2,up,0.5136
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.88_tau_2_0.72_lb_6,msm,2,up,0.5176
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,0,down,0.5592
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,1,neutral,0.4701
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_3,msm,2,up,0.5367
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,0,down,0.5462
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,1,neutral,0.444
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_4,msm,2,up,0.5136
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.88_tau_2_0.75_lb_6,msm,2,up,0.5176
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,0,down,0.5592
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,1,neutral,0.4701
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_3,msm,2,up,0.5367
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,0,down,0.5597
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,1,neutral,0.4523
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_4,msm,2,up,0.5152
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.88_tau_2_0.78_lb_6,msm,2,up,0.5176
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,0,down,0.5627
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,1,neutral,0.4671
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_3,msm,2,up,0.5332
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,0,down,0.5445
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,1,neutral,0.4382
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_4,msm,2,up,0.5266
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.8_tau_2_0.72_lb_6,msm,2,up,0.5176
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,0,down,0.5627
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,1,neutral,0.4671
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_3,msm,2,up,0.5332
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,0,down,0.5445
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,1,neutral,0.4382
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_4,msm,2,up,0.5266
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,0,down,0.5574
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,1,neutral,0.4572
xgboost,msm_tau_1_0.8_tau_2_0.75_lb_6,msm,2,up,0.5176
xgboost,perf_drop_0.03_lookback_3,perf,0,down,0.5658
xgboost,perf_drop_0.03_lookback_3,perf,1,neutral,0.4741
xgboost,perf_drop_0.03_lookback_3,perf,2,up,0.5235
xgboost,perf_drop_0.03_lookback_4,perf,0,down,0.548
xgboost,perf_drop_0.03_lookback_4,perf,1,neutral,0.4615
xgboost,perf_drop_0.03_lookback_4,perf,2,up,0.5198
xgboost,perf_drop_0.03_lookback_6,perf,0,down,0.5425
xgboost,perf_drop_0.03_lookback_6,perf,1,neutral,0.4801
xgboost,perf_drop_0.03_lookback_6,perf,2,up,0.5216
xgboost,perf_drop_0.05_lookback_3,perf,0,down,0.5562
xgboost,perf_drop_0.05_lookback_3,perf,1,neutral,0.4668
xgboost,perf_drop_0.05_lookback_3,perf,2,up,0.5352
xgboost,perf_drop_0.05_lookback_4,perf,0,down,0.5543
xgboost,perf_drop_0.05_lookback_4,perf,1,neutral,0.4672
xgboost,perf_drop_0.05_lookback_4,perf,2,up,0.5187
xgboost,perf_drop_0.05_lookback_6,perf,0,down,0.5581
xgboost,perf_drop_0.05_lookback_6,perf,1,neutral,0.4608
xgboost,perf_drop_0.05_lookback_6,perf,2,up,0.5374
xgboost,perf_drop_0.15_lookback_3,perf,0,down,0.5531
xgboost,perf_drop_0.15_lookback_3,perf,1,neutral,0.483
xgboost,perf_drop_0.15_lookback_3,perf,2,up,0.5224
xgboost,perf_drop_0.15_lookback_4,perf,0,down,0.5443
xgboost,perf_drop_0.15_lookback_4,perf,1,neutral,0.4692
xgboost,perf_drop_0.15_lookback_4,perf,2,up,0.5349
xgboost,perf_drop_0.15_lookback_6,perf,0,down,0.5418
xgboost,perf_drop_0.15_lookback_6,perf,1,neutral,0.4732
xgboost,perf_drop_0.15_lookback_6,perf,2,up,0.5041
xgboost,perf_drop_0.1_lookback_3,perf,0,down,0.5313
xgboost,perf_drop_0.1_lookback_3,perf,1,neutral,0.4314
xgboost,perf_drop_0.1_lookback_3,perf,2,up,0.513
xgboost,perf_drop_0.1_lookback_4,perf,0,down,0.5478
xgboost,perf_drop_0.1_lookback_4,perf,1,neutral,0.4783
xgboost,perf_drop_0.1_lookback_4,perf,2,up,0.5245
xgboost,perf_drop_0.1_lookback_6,perf,0,down,0.5574
xgboost,perf_drop_0.1_lookback_6,perf,1,neutral,0.4857
xgboost,perf_drop_0.1_lookback_6,perf,2,up,0.5418
xgboost,perf_drop_0.2_lookback_3,perf,0,down,0.5345
xgboost,perf_drop_0.2_lookback_3,perf,1,neutral,0.2603
xgboost,perf_drop_0.2_lookback_3,perf,2,up,0.5084
xgboost,perf_drop_0.2_lookback_4,perf,0,down,0.5428
xgboost,perf_drop_0.2_lookback_4,perf,1,neutral,0.1229
xgboost,perf_drop_0.2_lookback_4,perf,2,up,0.5184
xgboost,perf_drop_0.2_lookback_6,perf,0,down,0.5428
xgboost,perf_drop_0.2_lookback_6,perf,1,neutral,0.1229
xgboost,perf_drop_0.2_lookback_6,perf,2,up,0.5184
xgboost,random,random,0,down,0.5035
xgboost,random,random,1,neutral,0.4294
xgboost,random,random,2,up,0.5368
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,0,down,0.5368
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,1,neutral,0.4673
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_3,spy_msm,2,up,0.5241
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,0,down,0.5571
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,1,neutral,0.4578
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_4,spy_msm,2,up,0.5316
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,0,down,0.5407
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,1,neutral,0.4455
xgboost,spy_msm_tau_1_0.83_tau_2_0.72_lb_6,spy_msm,2,up,0.5313
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,0,down,0.5368
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,1,neutral,0.4673
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_3,spy_msm,2,up,0.5241
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,0,down,0.5571
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,1,neutral,0.4578
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_4,spy_msm,2,up,0.5316
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,0,down,0.5407
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,1,neutral,0.4455
xgboost,spy_msm_tau_1_0.83_tau_2_0.75_lb_6,spy_msm,2,up,0.5313
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,0,down,0.5368
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,1,neutral,0.4673
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_3,spy_msm,2,up,0.5241
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,0,down,0.5571
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,1,neutral,0.4578
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_4,spy_msm,2,up,0.5316
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,0,down,0.5407
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,1,neutral,0.4455
xgboost,spy_msm_tau_1_0.83_tau_2_0.78_lb_6,spy_msm,2,up,0.5313
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,0,down,0.5448
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,1,neutral,0.4594
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_3,spy_msm,2,up,0.5193
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,0,down,0.5205
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,1,neutral,0.41
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_4,spy_msm,2,up,0.5098
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,0,down,0.5497
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,1,neutral,0.4595
xgboost,spy_msm_tau_1_0.88_tau_2_0.72_lb_6,spy_msm,2,up,0.531
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,0,down,0.5448
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,1,neutral,0.4594
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_3,spy_msm,2,up,0.5193
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,0,down,0.5205
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,1,neutral,0.41
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_4,spy_msm,2,up,0.5098
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,0,down,0.5497
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,1,neutral,0.4595
xgboost,spy_msm_tau_1_0.88_tau_2_0.75_lb_6,spy_msm,2,up,0.531
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,0,down,0.5492
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,1,neutral,0.462
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_3,spy_msm,2,up,0.5214
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,0,down,0.542
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,1,neutral,0.4482
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_4,spy_msm,2,up,0.5196
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,0,down,0.5497
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,1,neutral,0.4595
xgboost,spy_msm_tau_1_0.88_tau_2_0.78_lb_6,spy_msm,2,up,0.531
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,0,down,0.5368
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,1,neutral,0.4673
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_3,spy_msm,2,up,0.5241
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,0,down,0.5571
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,1,neutral,0.4578
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_4,spy_msm,2,up,0.5316
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,0,down,0.5407
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,1,neutral,0.4455
xgboost,spy_msm_tau_1_0.8_tau_2_0.72_lb_6,spy_msm,2,up,0.5313
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,0,down,0.5368
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,1,neutral,0.4673
xgboost,spy_msm_tau_1_0.8_tau_2_0.75_lb_3,spy_msm,2,up,0.5241
