model,best_cv_f1_macro,train_f1_macro,train_accuracy,train_window,n_bins,best_params
XGBoost,0.4494,0.9802,0.9802,504,3,"{'colsample_bytree': 0.6, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}"
